title,link,source,time,type,content
"Nvidia CEO hints at end of investments in OpenAI, Anthropic",https://www.investing.com/news/stock-market-news/nvidia-will-not-be-able-to-invest-100-billion-in-openai-due-to-ipo-ceo-jensen-says-4541937,Reuters,2026-03-04 19:54:30,Free,"By Juby Babu

March 4 (Reuters) - Nvidia CEO Jensen Huang said the latest investments in OpenAI and Anthropic might be the chipmaker’s last in those companies, as the AI companies prepare to go public this year.

The opportunity to invest $100 billion in OpenAI is probably not in the cards as the ChatGPT creator is set to go public later this year, Huang said at the Morgan Stanley Technology, Media and Telecom conference on Wednesday.

Nvidia and OpenAI had announced a $100 billion deal in September last year.

Nvidia has instead finalized a $30 billion investment in OpenAI, which might be the last time it has the opportunity to ""invest in a consequential company like this,"" Huang said.

OpenAI is laying the groundwork for an IPO that could value the company at up to $1 trillion, Reuters exclusively reported last year.

Nvidia’s $10 billion investment in Anthropic probably will be the last as well, Huang added. The startup is reportedly looking to go public this year.

Anthropic, which is embroiled in a dispute with the Pentagon, has said it has not finalized an IPO decision.

OpenAI and Anthropic did not immediately respond to Reuters requests for comment.

The Financial Times reported in February that Nvidia and OpenAI had abandoned their $100 billion deal amid doubts about the health of the AI sector.    Some analysts had raised concerns about the circular arrangement, as the large investment in Anthropic would have made Nvidia a major investor in one of its biggest customers and the money it would pour into the startup was likely to be spent on its own AI processors."
"Nvidia’s Huang: demand went ""from very high to higher than that""",https://www.investing.com/news/stock-market-news/nvidias-huang-demand-went-from-very-high-to-higher-than-that-4541985,Investing.com,2026-03-04 19:42:12,Free,"Investing.com -- Nvidia CEO Jensen Huang on Wednesday said that a $100 billion investment in OpenAI is ""not in the cards,"" reflected on ""higher than very high"" demand for the company's products, and shared his vision that compute will equal revenue for every firm in the world in the near future.

Speaking at the Morgan Stanley Technology, Media and Telecom conference, Huang said that Nvidia has completed a $30 billion investment in OpenAI, which he described as potentially the last chance to invest in a company of this significance. He added that the previously touted $100 billion deal was not possible, as the artificial intelligence company is gearing up for an IPO later this year.

The chipmaker's $10 billion investment in Anthropic, another AI giant, will likely be ""the last one"" in the company, Huang added.

Speaking more broadly about the company's direction, Huang said that Nvidia has been expanding OpenAI's capacity across multiple cloud platforms, including Microsoft Azure, Oracle Cloud Infrastructure, and Amazon Web Services. It is also ramping up AWS operations rapidly and expanding Anthropic's capacity on AWS and Azure.

Huang described the demand profile as moving from very high to even higher than that, and said that Nvidia is well-positioned at the frontier of physical AI and digital biology AI.

Nvidia's head also emphasized that the company has secured its supply chain, including memories, wafers, CoWos, packaging, connectors, cables, copper to multi-layer ceramic capacitors. ""When Satya (Nadella, CEO of Microsoft) asks me to stand up a few gigawatts, the answer is no problem,"" Huang said, underscoring Nvidia's ability to scale quickly.

Commenting on how he sees the AI economy evolve, Huang stated that ""compute equals revenues,"" emphasizing that every company will need compute, and compute will equal GDP. He predicted that there will be no shortage of intelligence, just the need to have enough compute to execute."
"Nvidia’s Huang says will invest $30B in OpenAI, rules out $100B amid IPO",https://www.investing.com/news/stock-market-news/nvidias-huang-says-will-invest-30b-in-openai-rules-out-100b-amid-ipo-93CH-4541928,Investing.com,2026-03-04 18:54:29,Free,"Investing.com -- Nvidia will invest $30 billion in OpenAI but will not reach the $100 billion investment level before the artificial intelligence company goes public later this year, Chief Executive Officer Jensen Huang said Wednesday.

""We’re going to invest $30 billion in OpenAI. I think the opportunity to invest $100 billion in OpenAI is probably not in the cards and the reason for that is because they’re going to go public,"" Jensen said.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
NVIDIA’s Huang: you can’t hold the stock back,https://www.investing.com/news/pro/nvidias-huang-you-cant-hold-the-stock-back-432SI-4541906,Investing.com,2026-03-04 18:44:02,Pro,PAID
NVIDIA’s Huang says supply chain is secured,https://www.investing.com/news/pro/nvidias-huang-says-supply-chain-is-secured-432SI-4541903,Investing.com,2026-03-04 18:43:04,Pro,PAID
NVIDIA’s Huang: Nvidia at frontier of physical AI and digital biology AI,https://www.investing.com/news/pro/nvidias-huang-nvidia-at-frontier-of-physical-ai-and-digital-biology-ai-432SI-4541896,Investing.com,2026-03-04 18:40:03,Pro,PAID
NVIDIA’s Huang: demand profile went from very high to higher than that,https://www.investing.com/news/pro/nvidias-huang-demand-profile-went-from-very-high-to-higher-than-that-432SI-4541895,Investing.com,2026-03-04 18:39:03,Pro,PAID
NVIDIA Speaking at MSCO TMT Conference,https://www.investing.com/news/pro/nvidia-speaking-at-msco-tmt-conference-432SI-4541889,Investing.com,2026-03-04 18:36:03,Pro,PAID
"NVIDIA’s Huang: will invest $30B in OpenAI, $100B not in the cards",https://www.investing.com/news/pro/nvidias-huang-will-invest-30b-in-openai-100b-not-in-the-cards-432SI-4541888,Investing.com,2026-03-04 18:37:03,Pro,PAID
"CrowdStrike, Nvidia and Moderna rise premarket; Abercrombie & Fitch falls",https://www.investing.com/news/stock-market-news/crowdstrike-nvidia-and-moderna-rise-premarket-abercrombie--fitch-falls-4540699,Investing.com,2026-03-04 12:54:20,Free,"Investing.com -- U.S. stock futures edged higher Wednesday, bouncing after earlier losses this week on reports that Iran may be suing for an end to the ongoing conflict in the Middle East.

Here are some of the biggest premarket U.S. stock movers today:

CrowdStrike (NASDAQ:CRWD) stock gained 0.4% after the cybersecurity company forecast fiscal 2027 revenue above estimates, betting on resilient demand for its artificial intelligence-powered cybersecurity solutions.

Nvidia (NASDAQ:NVDA) stock gained 0.7% after billionaire investor Leo KoGuan said he has purchased a large stake in the chipmaker, voicing strong confidence in the long-term outlook for artificial intelligence.

Abercrombie & Fitch (NYSE:ANF) stock fell 3.3% even after the clothes retailer forecast annual profit largely above Wall Street expectations, betting on strong demand for its Hollister brand of apparel even as discretionary spending remains pressured, especially in the United States.

Novo Nordisk (NYSE:NVO) stock gained 3.1% after the U.S. Food and Drug Administration issued warning letters to 30 telehealth companies for making false or misleading claims about compounded versions of weight management drugs, including Novo’s semaglutide.

Moderna (NASDAQ:MRNA) stock jumped 10% after the biotechnology company agreed to pay Genevant, a subsidiary of Roivant Sciences (NASDAQ:ROIV), and Arbutus $950 million to settle litigation related to the delivery technology behind its Covid shot, less than feared.

Dycom Industries (NYSE:DY) stock rose 2.9% after the telecommunication services provider reported stronger-than-expected results for the fourth quarter of fiscal 2026, with both earnings and revenue topping Wall Street estimates.

Ross Stores (NASDAQ:ROST) stock jumped 6.3% after the off-price retailer forecast annual sales above estimates, betting demand for discounted apparel and accessories will hold up even as macroeconomic uncertainty looms.

Latham Group (NASDAQ:SWIM) stock soared 21% after the swimming pool designer’s net sales forecast for the full year surpassed expectations, while also announcing the acquisition of Freedom Pools, a fiberglass pool manufacturer and installer, for approximately $17 million."
Needham raises Coherent stock price target on Nvidia supply deal,https://www.investing.com/news/analyst-ratings/needham-raises-coherent-stock-price-target-on-nvidia-supply-deal-93CH-4540499,Investing.com,2026-03-04 11:21:54,Free,"Coherent’s 6-inch InP fab capabilities are expected to rapidly scale laser capacity, more than doubling 2025 capacity by the end of 2026. The company alluded to supplying multiple co-packaged optics products beyond high-powered lasers.

Needham expects additional product details at Nvidia’s GTC event and OFC in two weeks. The firm sees the move solidifying Coherent’s position in the co-packaged optics industry including continuous-wave lasers.

In other recent news, Lumentum Holdings Inc. has garnered attention following its second-quarter fiscal 2026 financial results, which exceeded expectations. The company reported revenue and earnings per share that surpassed consensus estimates by 2% and $0.26, respectively. Lumentum also provided optimistic guidance for the third quarter, projecting revenue and EPS 14% and $0.65 higher than market expectations. In a significant development, NVIDIA announced a $2 billion investment in Lumentum as part of a multiyear strategic agreement focused on advanced optics technology for AI infrastructure. This agreement includes a multibillion-dollar purchase commitment and future capacity access rights for advanced laser components.

Analysts have responded positively to these developments, with Stifel raising its price target for Lumentum to $800, citing promising insights from recent investor meetings. Needham also increased its price target to $550, maintaining a Buy rating due to the strong second-quarter results and favorable third-quarter guidance. Additionally, Rosenblatt raised its price target to $580, highlighting Lumentum’s role as a critical provider in AI infrastructure, with its technology utilized by major AI data centers. These recent developments position Lumentum as a noteworthy player in the AI and optics technology sectors.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Needham raises Lumentum stock price target on Nvidia laser deal,https://www.investing.com/news/analyst-ratings/needham-raises-lumentum-stock-price-target-on-nvidia-laser-deal-93CH-4540495,Investing.com,2026-03-04 11:21:04,Free,"Investing.com - Needham raised its price target on Lumentum Holdings Inc. (NASDAQ:LITE) to $850 from $550 while maintaining a Buy rating on the stock. The firm cited a new purchase commitment from Nvidia Corp. for high-power lasers.

The purchase commitment from Nvidia is incremental to multi-hundred million dollars of orders from Nvidia that management discussed on its recent second-quarter fiscal 2026 earnings call, according to Needham. Those orders are expected to be delivered in the fourth quarter of calendar 2026 through the first half of calendar 2027. The new Nvidia purchase commitment for high-power lasers begins in the second half of calendar 2027 through 2029.

Lumentum expects to add InP laser capacity at 10% per quarter for the next several quarters, but the Nvidia commitment enables the company to invest in a fifth InP fab to increase capacity for co-packaged optics demand. Needham said Lumentum has identified a potential U.S.-based brownfield fab that would save about a year relative to greenfield and would come online in early 2028.

The Nvidia supply commitment is for Ultra-High-Powered lasers and not the full External Laser Source module, which remains an opportunity for Lumentum and other suppliers including Fabrinet Inc. Needham said UHP lasers offer the highest product gross margins for Lumentum, higher than its 200G EMLs.

Lumentum has committed two of its four current fab modernizations to the expected co-packaged optics ramp, but some room for expansion remains in its remaining two fabs to fulfill EML demand amid tight supply. The company currently has small market share in transceiver modules assembly and sale.

In other recent news, Google introduced the Gemini 3.1 Flash Lite, an artificial intelligence model touted as its most efficient to date, offering developers and enterprises faster response times and increased output speed. The model is priced competitively at $0.25 per million input tokens and $1.50 per million output tokens, showcasing a significant improvement over its predecessor. Additionally, Google launched Nano Banana 2, an image generation model with enhanced features such as advanced world knowledge and high-speed performance, previously available only in its Pro version. In a separate development, Google’s Waymo is under investigation by the National Transportation Safety Board for incidents involving its self-driving vehicles passing stopped school buses in Texas. Meanwhile, Google plans to test modifications to its search results to comply with the European Union’s Digital Markets Act, aiming to increase the visibility of rival services. In the broader tech landscape, Amazon announced a $50 billion investment in OpenAI, marking one of the largest corporate investments in AI infrastructure. These developments highlight the ongoing advancements and regulatory challenges in the tech industry.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"Billionaire Leo KoGuan buys 1 million Nvidia shares, says AI ""not a bubble""",https://www.investing.com/news/stock-market-news/leo-koguan-buys-1-million-nvidia-shares-says-ai-is-not-a-bubble-4540333,Investing.com,2026-03-04 10:40:04,Free,"Investing.com -- Billionaire investor Leo KoGuan said he has purchased a large stake in Nvidia, voicing strong confidence in the long-term outlook for artificial intelligence.

KoGuan, who rose to prominence several years ago as one of the largest individual shareholders of Tesla, revealed in a post on X that he bought 1 million shares of Nvidia Corp. earlier this week.

""I bought 1 million shares of NVDA last night; plan to buy more,"" he wrote. ""I am convinced AI is NOT a bubble, it is only the beginning,"" he added.

Nvidia delivered another very strong quarterly report last month, but shares in the AI darling remained muted. Analysts at Jefferies said in a recent note that they see an opportunity in select large-cap names such as Nvidia and Broadcom, arguing valuations have become disconnected from fundamentals.

“We still fundamentally believe both AVGO and NVDA are poised for breakouts as valuations are too depressed,” analysts led by Blayne Curtis said.

While Nvidia’s earnings may not act as the catalyst, the analysts added that “we continue to view AVGO and NVDA as the most certain AI winners in our space trading at basement bargain multiples.”

Despite becoming increasingly critical of Elon Musk and Tesla in recent years — including opposing the company’s plan to award the chief executive a compensation package potentially worth up to $1 trillion — KoGuan said the electric-vehicle maker still represents a major portion of his portfolio.

He noted that he remains “still mostly in Tesla” and treasury bills, though he declined to disclose how much he has reduced his Tesla position over time.

KoGuan also argued that several of Tesla’s business lines remain undervalued by the market.

“I do think Tesla’s energy, cybercap and Teslabot are NOT fully priced in,” he wrote on X. “So that, daring investors could still buy Tesla today for the future fortune. Tesla is the leading embodied AI on earth.”

In November, he posted on X that he was “no longer all-in-Tesla” and had begun accumulating 3-month Treasury bills instead."
OpenAI considering new contract with NATO after Pentagon deal- reports,https://www.investing.com/news/stock-market-news/openai-considering-new-contract-with-nato-after-pentagon-deal-reports-4539833,Investing.com,2026-03-04 06:08:14,Free,"Investing.com-- OpenAI is looking at a new contract with the North Atlantic Treaty Organization, several media reports showed on Tuesday, after the ChatGPT maker announced a deal with the U.S. Defense Department.

The Wall Street Journal first reported comments from OpenAI CEO Sam Altman that the artificial intelligence startup was looking at a contract to deploy on all NATO classified networks. The WSJ also said that an OpenAI representative later clarified that Altman misspoke and the contract was for unclassified networks.

Reuters reported that the AI startup is considering a contract to deploy its AI technology on NATO’s unclassified networks.

OpenAI had announced a deal last week that will deploy the company’s AI technology in the Pentagon’s classified network, after the defense department had a major falling out with rival Anthropic, which also saw the company designated as a “supply-chain risk” by Washington.

Anthropic’s removal was tied to the company’s refusal to allow its AI models to be used for domestic mass surveillance or to power fully autonomous lethal weapons.

The WSJ report showed Altman defending OpenAI’s deal with the Pentagon, with the CEO stating that while he didn’t regret signing the deal, he wished it had not been announced as quickly, telling staff it appeared “opportunistic.”

OpenAI– which is backed by several tech majors, including Microsoft, Nvidia, and Softbank– faced widespread backlash over its Pentagon deal. Uninstalls of the company’s flagship ChatGPT mobile app surging 295% day-over-day on Saturday, according to data from Sensor Tower.

Anthropic’s Claude was also seen overtaking ChatGPT as the top app on Apple’s App Store."
CLSA reiterates Nvidia stock rating on strong earnings upgrades,https://www.investing.com/news/analyst-ratings/clsa-reiterates-nvidia-stock-rating-on-strong-earnings-upgrades-93CH-4539789,Investing.com,2026-03-04 05:45:23,Free,"Investing.com - CLSA reiterated a High-Conviction Outperform rating and $300.00 price target on Nvidia (NASDAQ:NVDA).

CLSA said operating cash flows from Amazon, Google, Microsoft and Meta is set to reach $1 trillion by 2028. The firm noted Amazon’s recent capital expenditure surge as a sign it wants to catch up on market share loss in AI cloud.

The firm acknowledged that dry powder in the private equity and venture capital space is down from 2023 peaks. CLSA said Nvidia booked $30 billion in sovereign AI revenue in FY26.

In other recent news, Nvidia has made significant strides in various sectors, impacting both its operations and its partners. The company announced a $2 billion investment in Lumentum Holdings as part of a strategic agreement to enhance advanced optics technology for AI infrastructure. This nonexclusive deal includes a multibillion-dollar purchase commitment and aims to support Lumentum’s research, development, and U.S.-based manufacturing expansion. Similarly, Nvidia committed another $2 billion investment in Coherent Corp. to advance optical technologies for AI data centers, also involving a multibillion-dollar purchase agreement and support for Coherent’s expansion efforts.

Analysts have responded positively to Nvidia’s recent activities. Wedbush increased its price target for Nvidia to $300, citing strong growth in the company’s data center sales. Baird reiterated an Outperform rating, highlighting the shift to optical technology in AI infrastructure as a key factor. Meanwhile, UBS maintained a Buy rating with a $245 price target, emphasizing Nvidia’s networking growth outlook and discussions with the company’s CFO about future compute capacity plans. These developments indicate Nvidia’s proactive approach in strengthening its technological capabilities and strategic partnerships.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Nvidia Corp receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/clsa-maintains-nvidia-at-highconviction-outperform-with-a-price-target-of-30000-4539729,Investing.com,2026-03-04 05:07:02,Pro,PAID
Benchmark reiterates Buy on Aeluma stock after Nvidia optical deal,https://www.investing.com/news/analyst-ratings/benchmark-reiterates-buy-on-aeluma-stock-after-nvidia-optical-deal-93CH-4538466,Investing.com,2026-03-03 15:45:11,Free,"Nvidia announced $4 billion in strategic investments in Coherent and Lumentum on Monday. The deal includes multibillion-dollar purchase commitments and capacity access rights tied to silicon photonics and optical interconnects for next-generation AI data centers.

Benchmark analyst David Williams said the move represents a positive read-through for Aeluma and a clear signal that the industry is moving more aggressively to accelerate enabling technologies and secure the supply chain for advanced optical connectivity.

Williams said Aeluma is well positioned within that ecosystem, with its quantum dot laser technology addressing a critical building block for next-generation optical links. The company’s large-diameter substrate capability offers a significant scalability advantage, according to the analyst.

Benchmark maintained its Buy rating and $25 price target on the stock.

In other recent news, Aeluma Inc. reported a decline in revenue for the second quarter of 2026, with earnings dropping to $1.3 million from $1.6 million in the same period last year. The company also recorded a GAAP net loss of $1.9 million, or $0.11 per share. Despite the decrease in revenue, Aeluma has issued full-year revenue guidance, projecting figures between $4 million and $6 million. These developments are part of the company’s ongoing financial updates. No analyst upgrades or downgrades have been reported in connection with these results. The company’s recent financial performance highlights its current challenges and future projections. Investors are advised to consider these updates as part of their broader investment strategy.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
These 2 major chip stocks trade ’at basement bargain multiples’,https://www.investing.com/news/pro/these-2-major-chip-stocks-trade-at-basement-bargain-multiples-432SI-4538324,Investing.com,2026-03-03 15:01:01,Pro,PAID
Wedbush raises Nvidia stock price target on data center strength,https://www.investing.com/news/analyst-ratings/wedbush-raises-nvidia-stock-price-target-on-data-center-strength-93CH-4538306,Investing.com,2026-03-03 14:54:52,Free,"The firm cited the company’s fourth-quarter acceleration in data center sales as a key factor in the price target increase. The data center segment showed growth both quarter-over-quarter and year-over-year.

The analyst noted that Nvidia management may have built in approximately $2 billion of cushion into the guidance. This would allow the company to deliver upside when reporting first-quarter results.

Wedbush reiterated its Outperform rating on the stock alongside the price target adjustment.

In other recent news, Nvidia has announced significant developments that are drawing attention from investors. Nvidia has entered into a multiyear strategic agreement involving a $2 billion investment each in Lumentum Holdings and Coherent Corp. These investments focus on advancing optical technologies for AI infrastructure, with nonexclusive agreements that include multibillion-dollar purchase commitments and future capacity access rights. This move is expected to support both companies in research and development, as well as expanding their U.S.-based manufacturing capabilities.

Additionally, Nvidia’s focus on optical technology is highlighted by Baird, which reiterated an Outperform rating and a $300 price target on the company. Baird noted the increasing importance of optical technology in AI infrastructure, suggesting a shift from copper to optical solutions. UBS also reiterated a Buy rating and a $245 price target on Nvidia, following discussions about the company’s networking business and margin outlook. The meeting with Nvidia’s CFO revealed that hyperscale cloud providers are already planning compute capacity buildouts for 2027, indicating strong demand signals. Meanwhile, Nokia is collaborating with Nvidia on AI RAN technology, though no new hyperscaler partnerships were announced at the Mobile World Congress.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Nvidia’s $78 billion sales outlook defies scale concerns,https://www.investing.com/news/stock-market-news/nvidias-outlook-defies-scale-concerns-4538260,Investing.com,2026-03-03 14:46:28,Free,"Investing.com -- Nvidia’s result last week challenges concerns that growth would slow under the weight of its own size.

The company posted better-than-expected results for the January quarter and forecast current-quarter revenue above market estimates, with first-quarter fiscal 2027 revenue guidance of $78 billion.

Robust fourth-quarter data center sales, both sequentially and year over year, was notable given Nvidia’s scale.

“We'd call out FQ1'27 sales guidance ($78B) in particular as being the highlight of the call, given we believe this outlook was well in excess of prior buy-side expectations,” Wedbush analysts said.

Day after Nvidia’s earnings, Wedbush raised its price target by $70 to $300.

The shares are valued at about 30 times its fiscal 2028 earnings estimate of $9.97 per share, plus $2.21 per share in net cash.

Supply chain commitments that rose to $95.2 billion from $50.3 billion in the prior quarter, giving Nvidia visibility into shipments through calendar 2027.

Wedbush said the company moved early to secure constrained components such as memory, creating an advantage it expects to persist at least through this year.

Networking revenue also continued to grow faster than GPUs, helped by higher NVLink content and broader adoption of Nvidia’s full-stack offerings, including switching products, particularly in new data centers beyond large cloud service providers.

United States has approved a limited number of H200 shipments to China, but China has not yet cleared imports of the product. The brokerage said Nvidia’s performance is more striking given it has not fully returned to the world’s second-largest market, leaving potential upside if shipments resume.

Wedbush said the results as a positive signal for TSMC, saying AI demand for advanced processes remains intact, and for the broader hardware and components complex tied to data center spending."
Nvidia Corp receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/wedbush-maintains-nvidia-at-outperform-with-a-price-target-of-30000-4538092,Investing.com,2026-03-03 14:15:02,Pro,PAID
Micron ships 256GB LPDRAM SOCAMM2 samples to customers,https://www.investing.com/news/assorted/micron-ships-256gb-lpdram-socamm2-samples-to-customers-432SI-4538059,Investing.com,2026-03-03 14:03:07,Free,"Micron Technology Inc. (MU) announced it has begun shipping customer samples of its 256GB LPDRAM SOCAMM2 memory modules for data center applications. The modules use the company’s 32Gb LPDDR5X die technology.

The 256GB SOCAMM2 modules provide 33% more capacity than the previous 192GB version, enabling 2TB of LPDRAM per 8-channel CPU configuration. Micron states the modules consume one-third the power of equivalent RDIMMs while occupying one-third of the footprint.

According to the company’s internal testing, the modules deliver 2.3 times faster time to first token for long-context LLM inference when used for KV cache offload. In standalone CPU applications, the LPDRAM provides three times better performance per watt than mainstream memory modules for high-performance computing workloads.

""Micron’s 256GB SOCAMM2 offering enables the most power-efficient CPU-attached memory solution for both AI and HPC,"" said Raj Narasimhan, senior vice president and general manager of Micron’s Cloud Memory Business Unit.

The company is collaborating with NVIDIA on memory solutions for AI infrastructure. Ian Finder, head of Product, Data Center CPUs at NVIDIA, said Micron’s achievements in delivering memory capacity and bandwidth while using less power ""is enabling the next generation of AI CPUs.""

Micron’s data center LPDRAM portfolio spans 8GB to 64GB components and 48GB to 256GB SOCAMM2 modules. The company continues to participate in JEDEC SOCAMM2 specification development."
"Target, Bet Buy and Pinterest rise premarket; Nvidia falls",https://www.investing.com/news/stock-market-news/target-bet-buy-and-pinterest-rise-premarket-nvidia-falls-4537623,Investing.com,2026-03-03 12:49:38,Free,"Investing.com -- U.S. stock futures traded sharply lower Tuesday, as the widening conflict in the Middle East weighed on sentiment as oil prices surged higher.

Here are some of the biggest premarket U.S. stock movers today:

Target (NYSE:TGT) stock gained 3.9% after the retail giant reported forecast annual sales above estimates as it prepares for a new era under CEO Michael Fiddelke, betting on demand for categories such as apparel at its stores, as well as benefits from recent cost saving efforts and its advertising business.

Best Buy (NYSE:BBY) stock surged over 10% after the electronics retailer beat fourth-quarter earnings estimates, even as it forecast annual sales below Wall Street estimates.

Nvidia (NASDAQ:NVDA) stock dropped 2.3% following reports U.S. officials are considering caps on the number of AI accelerators the semiconductor giant can export to any one Chinese company.

Pinterest (NYSE:PINS) stock gained 9% after the social media platform announced a $1 billion strategic investment from Elliott Investment Management and plans for $2 billion in near-term share repurchases.

Exxon Mobil (NYSE:XOM) and Chevron (NYSE:CVX) both rose over 1% after crude prices continued to rise as the conflict in the Middle East widened.

AutoZone (NYSE:AZO) stock slumped 6% after the auto parts retailer reported fiscal second-quarter results that topped profit expectations but missed on revenue.

MongoDB (NASDAQ:MDB) stock slumped 26% after the database software company gave weaker-than-expected forecasts for full-year revenue and first-quarter adjusted earnings.

Credo Technology (NASDAQ:CRDO) stock fell 11% after the communications equipment company reported revenue for the third quarter that matched its preliminary results announced in February."
Akamai to deploy thousands of NVIDIA Blackwell GPUs across global network,https://www.investing.com/news/assorted/akamai-to-deploy-thousands-of-nvidia-blackwell-gpus-across-global-network-432SI-4537281,Investing.com,2026-03-03 11:32:04,Free,"Akamai Technologies Inc. (AKAM) announced the acquisition of thousands of NVIDIA Blackwell GPUs to enhance its global distributed cloud infrastructure. The deployment creates a platform for AI research and development, fine-tuning, and post-training optimization that routes AI inference workloads to compute resources across Akamai’s network.

The company stated the architecture aims to support rapid inference by reducing latency and data egress issues associated with centralized data centers. Akamai operates over 4,400 locations worldwide as part of its global edge network.

""While hyperscalers continue to push the boundaries of AI training, Akamai is focused on meeting the unique demands of the inference era,"" said Adam Karon, Chief Operating Officer and General Manager, Cloud Technology Group at Akamai. ""By distributing inference-optimized compute across our global fabric, Akamai isn’t just adding capacity.""

The integration of NVIDIA Blackwell infrastructure enables processing AI workloads on dedicated GPU clusters, localized fine-tuning of large language models for data privacy and compliance needs, and post-model training for foundation models on proprietary data.

The announcement follows Akamai’s October 2025 launch of Akamai Inference Cloud. The company stated its platform reduces latency up to 2.5 times and saves businesses up to 86% on AI inference costs compared to traditional hyperscaler infrastructure when using NVIDIA AI infrastructure.

The platform combines NVIDIA RTX PRO Servers featuring NVIDIA RTX PRO 6000 Blackwell Server Edition GPUs and NVIDIA BlueField-3 DPUs with Akamai’s distributed cloud computing infrastructure.

Akamai reported strong demand for its initial deployment of NVIDIA RTX PRO 6000 Blackwell Server Edition GPUs and plans to continue adding GPU capacity as part of its cloud infrastructure strategy."
"Wall Street ends narrowly mixed, trading volatile after air strikes on Iran",https://www.investing.com/news/economy-news/wall-street-futures-slide-as-middle-east-conflict-escalates-4533745,Reuters,2026-03-02 22:18:39,Free,"By Sabrina Valle and Pranav Kashyap

March 2 (Reuters) - s U.S. stocks finished steady on Monday, clawing back early losses during a volatile session after U.S. and Israeli air strikes on Iran roiled global markets.

Investors bought the dip with some enthusiasm and a strong bid emerged for AI‑focused shares.

Gains in energy, tech and defense stocks offset losses in other sectors. The Dow Jones Industrial Average fell 0.15% to 48,904.78 points, while the S&P 500 gained 0.04% to 6,881.60 points and the Nasdaq Composite gained 0.36%, to 22,748.86 points.

Investor confidence in U.S. markets, and optimism about productivity gains tied to artificial intelligence, offset worries about surging oil prices and geopolitical turmoil, said Alex Morris, CEO of F/m Investments.

“The overall action in the Middle East does not have a tremendous impact on the average American stock the way we measure,” said Morris, noting the U.S. market’s heavy concentration in technology.

""I just don’t think the average market participant is that moved by the conflict until the price of oil gets to $100 a barrel, which would be an emotional trigger.""

Coordinated U.S. and Israeli strikes on Iran over the weekend killed Tehran’s Supreme Leader Ayatollah Ali Khamenei, and sent shockwaves through global markets. Oil prices jumped and most overseas stock indexes closed lower.

Bargain hunting emerged among U.S. investors after the early selloff, showing an expectation that the disruptions from the conflict will be limited.

""Market participants think this is all just temporary and that the problems in the oil patch will disappear,"" said Bill Smead, founder and chairman of Smead Capital Management.

The clash initially boosted defense shares and energy prices and pressured travel and interest‑sensitive sectors. Later, investors ran to tech and weighed how long the  Middle East conflict could run and what the conflict means for inflation and Federal Reserve policy.

Smead said investors were reverting to familiar, high-performing stocks like Nvidia, the Magnificent Seven technology stocks and defense sectors.

""When people get scared, they go back to what is comfortable,"" he said.

Nvidia gained 3% and Microsoft climbed 1.5%, recovering from sharp declines last month. The gains helped the S&P 500 and Nasdaq cut losses after both briefly hit two‑week lows earlier in the session.

In Europe and Asia, stock markets sank under the weight of surging oil prices and war‑driven uncertainty.

The French and German stock markets fell more than 1%. Japan’s Nikkei 225 slid 1.73%, having plunged as much as 2% at the open.

Energy companies, whose profits rise alongside oil prices, outperformed, while travel and airline stocks sank due to flight cancelations, higher jet‑fuel costs and widespread Middle East airspace closures.

Delta and United Airlines fell more than 2% each, while crude-price-sensitive cruise stocks such as Carnival lost 7.6% and Norwegian Cruise fell over 10%.

Several oil and gas facilities in the Middle East stopped production. U.S. crude prices settled up 6% at $71.23 a barrel after being up twice as much during the session. Brent settled at $77.74 per barrel, up 6.68%.

Defense stocks also got a boost, with the main U.S. defense equity benchmark, the Dow Jones U.S. Defense Index, trading up.

President Donald Trump also told CNN the ""big wave"" is yet to come, although some Middle Eastern countries were lobbying U.S. allies to persuade a swift end to the war.

AES Corp fell 17.8% after a consortium led by BlackRock-owned Global Infrastructure Partners and private equity firm EQT AB agreed to acquire the utilities company for $33.4 billion at a discount to its last close."
Nvidia stock slips on report of US chip export caps to China,https://www.investing.com/news/stock-market-news/nvidia-stock-slips-on-report-of-us-chip-export-caps-to-china-4536304,Investing.com,2026-03-02 21:55:58,Free,"Investing.com -- Nvidia (NASDAQ:NVDA) fell 0.6% after hours Monday and Advanced Micro Devices (NASDAQ:AMD) fell 0.5% following a Bloomberg report that US officials are considering caps on AI chip exports to Chinese companies.

The report said the Trump administration has discussed limiting Chinese firms to buying 75,000 of Nvidia’s H200 chips each. Shipments of AMD’s MI325 chips, which have similar capabilities, would also count toward a customer’s cap, according to people familiar with the matter.

The proposed limit is less than half of what companies like Alibaba Group Holding and ByteDance privately told Nvidia they would like to purchase. These accelerators are used to develop and run artificial intelligence models.

Total shipments to China could still reach as many as a million units, the people said, citing an upper bound Trump’s team set earlier in the regulatory process. However, the lion’s share of current applications come from a small number of Chinese tech giants, which under per-customer caps could collectively receive hundreds of thousands at most."
